unit,year,semester,campus,mode,aspect_type,aspect,strong_agree,agree,neutral,disagree,strong_disagree,mean,median
FIT5057,2023,S1,CL,ON-CAMPUS,U,6,37,39,13,3,6,4.00,4.19
FIT5057,2023,S1,CL,ON-CAMPUS,U,7,43,42,10,2,2,4.23,4.35
FIT5057,2023,S1,CL,ON-CAMPUS,U,8,33,39,13,9,5,3.87,4.08
FIT5057,2023,S1,CL,ON-CAMPUS,F,1,43,45,7,4,0,4.28,4.36
FIT5057,2023,S1,CL,ON-CAMPUS,F,2,37,39,14,5,3,4.04,4.19
FIT5057,2023,S1,CL,ON-CAMPUS,F,3,24,39,22,7,5,3.72,3.87
FIT5057,2023,S1,CL,ON-CAMPUS,F,4,31,46,13,5,3,3.99,4.11
FIT5057,2023,S1,CL,ON-CAMPUS,F,5,24,42,19,8,4,3.76,3.92
FIT1008,2023,S2,CL,ON-CAMPUS,U,1,33,43,15,9,5,3.86,4.05
FIT1008,2023,S2,CL,ON-CAMPUS,U,2,22,44,20,9,10,3.56,3.81
FIT1008,2023,S2,CL,ON-CAMPUS,U,3,34,40,16,8,6,3.85,4.05
FIT1008,2023,S2,CL,ON-CAMPUS,U,4,26,33,25,11,8,3.56,3.73
FIT1008,2023,S2,CL,ON-CAMPUS,U,5,32,38,17,10,8,3.72,3.96
FIT1008,2023,S2,CL,ON-CAMPUS,U,6,28,44,16,11,6,3.73,3.94
FIT1008,2023,S2,CL,ON-CAMPUS,U,7,44,36,12,8,5,4.01,4.26
FIT1008,2023,S2,CL,ON-CAMPUS,U,8,26,42,16,12,9,3.61,3.87
FIT1008,2023,S2,CL,ON-CAMPUS,F,1,39,50,9,4,3,4.12,4.23
FIT1008,2023,S2,CL,ON-CAMPUS,F,2,29,49,14,8,5,3.85,4.02
FIT1008,2023,S2,CL,ON-CAMPUS,F,3,21,24,26,18,16,3.15,3.21
FIT1008,2023,S2,CL,ON-CAMPUS,F,4,25,41,22,9,6,3.68,3.85
FIT1008,2023,S2,CL,ON-CAMPUS,F,5,33,51,10,6,5,3.96,4.12
FIT1008,2023,S2,MA,ON-CAMPUS,U,1,27,25,8,2,0,4.24,4.34
FIT1008,2023,S2,MA,ON-CAMPUS,U,2,19,22,15,5,1,3.85,3.95
FIT1008,2023,S2,MA,ON-CAMPUS,U,3,23,24,12,1,1,4.10,4.19
FIT1008,2023,S2,MA,ON-CAMPUS,U,4,16,26,16,3,1,3.85,3.92
FIT1008,2023,S2,MA,ON-CAMPUS,U,5,19,31,7,3,2,4.00,4.11
FIT1008,2023,S2,MA,ON-CAMPUS,U,6,22,25,9,3,2,4.02,4.16
FIT1008,2023,S2,MA,ON-CAMPUS,U,7,25,22,14,1,0,4.15,4.23
FIT1008,2023,S2,MA,ON-CAMPUS,U,8,19,26,14,2,1,3.97,4.04
FIT1008,2023,S2,MA,ON-CAMPUS,F,1,23,33,4,2,0,4.24,4.26
FIT1008,2023,S2,MA,ON-CAMPUS,F,2,16,30,14,2,0,3.97,4.00
FIT1008,2023,S2,MA,ON-CAMPUS,F,3,5,20,22,11,4,3.18,3.23
FIT1008,2023,S2,MA,ON-CAMPUS,F,4,17,28,11,5,1,3.89,4.00
FIT1008,2023,S2,MA,ON-CAMPUS,F,5,17,36,6,2,1,4.06,4.11
FIT1033,2023,S2,CL,ON-CAMPUS,U,1,47,33,8,0,1,4.40,4.55
FIT1033,2023,S2,CL,ON-CAMPUS,U,2,44,38,3,3,1,4.36,4.49
FIT1033,2023,S2,CL,ON-CAMPUS,U,3,52,29,5,2,1,4.45,4.64
FIT1033,2023,S2,CL,ON-CAMPUS,U,4,48,31,5,4,1,4.36,4.57
FIT1033,2023,S2,CL,ON-CAMPUS,U,5,44,31,7,4,1,4.30,4.51
FIT1033,2023,S2,CL,ON-CAMPUS,U,6,45,34,7,1,1,4.38,4.52
FIT1033,2023,S2,CL,ON-CAMPUS,U,7,45,34,7,1,2,4.34,4.51
FIT1033,2023,S2,CL,ON-CAMPUS,U,8,52,27,3,4,2,4.40,4.65
FIT1033,2023,S2,CL,ON-CAMPUS,F,1,51,35,3,0,0,4.54,4.63
FIT1033,2023,S2,CL,ON-CAMPUS,F,2,36,44,5,3,0,4.28,4.32
FIT1033,2023,S2,CL,ON-CAMPUS,F,3,29,37,18,5,0,4.01,4.08
FIT1033,2023,S2,CL,ON-CAMPUS,F,4,50,32,6,1,0,4.47,4.61
FIT1033,2023,S2,CL,ON-CAMPUS,F,5,23,29,24,5,0,3.86,3.90
FIT1045,2023,S2,CL,ON-CAMPUS,U,1,50,67,17,4,2,4.14,4.20
FIT1045,2023,S2,CL,ON-CAMPUS,U,2,42,49,31,10,7,3.78,3.94
FIT1045,2023,S2,CL,ON-CAMPUS,U,3,49,59,20,6,5,4.01,4.15
FIT1045,2023,S2,CL,ON-CAMPUS,U,4,37,53,27,13,7,3.73,3.91
FIT1045,2023,S2,CL,ON-CAMPUS,U,5,37,50,30,13,6,3.73,3.88
FIT1045,2023,S2,CL,ON-CAMPUS,U,6,44,56,25,9,3,3.94,4.06
FIT1045,2023,S2,CL,ON-CAMPUS,U,7,61,54,19,3,2,4.22,4.34
FIT1045,2023,S2,CL,ON-CAMPUS,U,8,37,47,30,15,8,3.66,3.83
FIT1045,2023,S2,CL,ON-CAMPUS,F,1,47,73,14,5,0,4.17,4.19
FIT1045,2023,S2,CL,ON-CAMPUS,F,2,39,53,29,15,1,3.83,3.94
FIT1045,2023,S2,CL,ON-CAMPUS,F,3,33,41,29,22,15,3.39,3.60
FIT1045,2023,S2,CL,ON-CAMPUS,F,4,39,56,29,7,5,3.86,3.98
FIT1045,2023,S2,CL,ON-CAMPUS,F,5,43,51,31,8,3,3.90,4.01
FIT1045,2023,S2,MA,ON-CAMPUS,U,1,49,54,22,5,0,4.13,4.20
FIT1045,2023,S2,MA,ON-CAMPUS,U,2,32,52,36,6,4,3.78,3.87
FIT1045,2023,S2,MA,ON-CAMPUS,U,3,38,62,26,2,2,4.02,4.06
FIT1045,2023,S2,MA,ON-CAMPUS,U,4,36,50,28,12,0,3.87,3.96
FIT1045,2023,S2,MA,ON-CAMPUS,U,5,38,61,22,6,3,3.96,4.06
FIT1045,2023,S2,MA,ON-CAMPUS,U,6,39,59,23,7,1,3.99,4.07
FIT1045,2023,S2,MA,ON-CAMPUS,U,7,46,54,24,4,1,4.09,4.16
FIT1045,2023,S2,MA,ON-CAMPUS,U,8,37,51,33,5,2,3.91,3.97
FIT1045,2023,S2,MA,ON-CAMPUS,F,1,48,57,21,3,0,4.16,4.21
FIT1045,2023,S2,MA,ON-CAMPUS,F,2,41,55,26,6,1,4.00,4.07
FIT1045,2023,S2,MA,ON-CAMPUS,F,3,25,41,35,20,7,3.45,3.55
FIT1045,2023,S2,MA,ON-CAMPUS,F,4,34,53,31,8,4,3.81,3.92
FIT1045,2023,S2,MA,ON-CAMPUS,F,5,36,45,37,6,5,3.78,3.87
FIT1054,2023,S2,CL,ON-CAMPUS,U,1,8,12,1,0,0,4.33,4.29
FIT1054,2023,S2,CL,ON-CAMPUS,U,2,5,15,0,1,0,4.14,4.13
FIT1054,2023,S2,CL,ON-CAMPUS,U,3,10,10,0,1,0,4.38,4.45
FIT1054,2023,S2,CL,ON-CAMPUS,U,4,6,14,1,0,0,4.24,4.18
FIT1054,2023,S2,CL,ON-CAMPUS,U,5,9,10,2,0,0,4.33,4.35
FIT1054,2023,S2,CL,ON-CAMPUS,U,6,10,10,1,0,0,4.43,4.45
FIT1054,2023,S2,CL,ON-CAMPUS,U,7,16,4,1,0,0,4.71,4.84
FIT1054,2023,S2,CL,ON-CAMPUS,U,8,10,9,2,0,0,4.38,4.44
FIT1054,2023,S2,CL,ON-CAMPUS,F,1,16,5,0,0,0,4.76,4.84
FIT1054,2023,S2,CL,ON-CAMPUS,F,2,9,10,2,0,0,4.33,4.35
FIT1054,2023,S2,CL,ON-CAMPUS,F,3,8,7,3,2,1,3.90,4.14
FIT1054,2023,S2,CL,ON-CAMPUS,F,4,7,13,1,0,0,4.29,4.23
FIT1054,2023,S2,CL,ON-CAMPUS,F,5,8,12,0,1,0,4.29,4.29
FIT5057,2023,S2,CL,ON-CAMPUS,U,1,36,41,16,11,5,3.84,4.05
FIT5057,2023,S2,CL,ON-CAMPUS,U,2,30,33,18,16,13,3.46,3.74
FIT5057,2023,S2,CL,ON-CAMPUS,U,3,39,37,14,12,8,3.79,4.07
FIT5057,2023,S2,CL,ON-CAMPUS,U,4,37,34,16,10,11,3.70,4.00
FIT5057,2023,S2,CL,ON-CAMPUS,U,5,35,37,25,6,6,3.82,3.97
FIT5057,2023,S2,CL,ON-CAMPUS,U,6,34,38,17,10,9,3.72,3.97
FIT5057,2023,S2,CL,ON-CAMPUS,U,7,56,32,14,5,3,4.21,4.52
FIT5057,2023,S2,CL,ON-CAMPUS,U,8,32,27,23,14,13,3.47,3.67
FIT5057,2023,S2,CL,ON-CAMPUS,F,1,36,57,9,5,3,4.07,4.17
FIT5057,2023,S2,CL,ON-CAMPUS,F,2,33,39,24,8,6,3.77,3.94
FIT5057,2023,S2,CL,ON-CAMPUS,F,3,24,32,32,12,10,3.44,3.53
FIT5057,2023,S2,CL,ON-CAMPUS,F,4,30,40,20,12,8,3.65,3.88
FIT5057,2023,S2,CL,ON-CAMPUS,F,5,32,48,20,6,4,3.89,4.02
FIT5057,2023,S2,MA,ON-CAMPUS,U,1,8,4,3,3,6,3.21,3.50
FIT5057,2023,S2,MA,ON-CAMPUS,U,2,7,2,7,2,6,3.08,3.07
FIT5057,2023,S2,MA,ON-CAMPUS,U,3,8,4,6,1,6,3.28,3.42
FIT5057,2023,S2,MA,ON-CAMPUS,U,4,8,4,8,1,4,3.44,3.44
FIT5057,2023,S2,MA,ON-CAMPUS,U,5,8,7,5,2,3,3.60,3.86
FIT5057,2023,S2,MA,ON-CAMPUS,U,6,8,6,6,2,3,3.56,3.75
FIT5057,2023,S2,MA,ON-CAMPUS,U,7,8,11,4,0,2,3.92,4.09
FIT5057,2023,S2,MA,ON-CAMPUS,U,8,9,3,1,7,5,3.16,3.00
FIT5057,2023,S2,MA,ON-CAMPUS,F,1,8,8,5,0,4,3.64,3.94
FIT5057,2023,S2,MA,ON-CAMPUS,F,2,6,9,4,2,3,3.54,3.83
FIT5057,2023,S2,MA,ON-CAMPUS,F,3,6,5,5,2,7,3.04,3.20
FIT5057,2023,S2,MA,ON-CAMPUS,F,4,6,8,7,1,3,3.52,3.69
FIT5057,2023,S2,MA,ON-CAMPUS,F,5,6,7,9,0,3,3.52,3.57
