unit,year,semester,campus,mode,aspect_type,aspect,strong_agree,agree,neutral,disagree,strong_disagree,mean,median
FIT1008,2017,S2,CL,DAY,F,2,0,45,16,4,0,3.89,4.00
FIT1008,2017,S2,CL,DAY,F,3,0,41,13,7,4,3.83,4.00
FIT1008,2017,S2,CL,DAY,F,4,0,38,8,4,1,4.20,4.32
FIT1008,2017,S2,CL,DAY,F,5,0,36,19,8,3,3.20,3.63
FIT1008,2017,S2,MA,DAY,U,1,12,29,2,1,2,4.04,4.12
FIT1008,2017,S2,MA,DAY,U,2,8,15,15,7,1,3.48,3.50
FIT1008,2017,S2,MA,DAY,U,3,14,24,4,3,1,4.02,4.13
FIT1008,2017,S2,MA,DAY,U,4,12,17,11,2,1,3.86,3.94
FIT1008,2017,S2,MA,DAY,U,5,11,18,10,6,1,3.70,3.83
FIT1008,2017,S2,MA,DAY,U,6,12,21,10,2,1,3.89,3.98
FIT1008,2017,S2,MA,DAY,U,7,19,19,4,3,1,4.13,4.29
FIT1008,2017,S2,MA,DAY,U,8,13,22,8,2,1,3.96,4.05
FIT1008,2017,S2,MA,DAY,F,1,0,22,4,1,1,4.20,4.27
FIT1008,2017,S2,MA,DAY,F,2,0,19,11,2,2,3.70,3.87
FIT1008,2017,S2,MA,DAY,F,3,0,16,10,9,6,3.11,3.30
FIT1008,2017,S2,MA,DAY,F,4,0,23,5,1,1,4.13,4.20
FIT1008,2017,S2,MA,DAY,F,5,0,16,16,5,1,3.22,3.38
FIT1045,2017,S2,CL,DAY,U,1,15,39,8,4,4,3.81,3.99
FIT1045,2017,S2,CL,DAY,U,2,10,27,16,8,10,3.27,3.56
FIT1045,2017,S2,CL,DAY,U,3,8,33,13,10,7,3.35,3.67
FIT1045,2017,S2,CL,DAY,U,4,8,28,15,12,6,3.29,3.55
FIT1045,2017,S2,CL,DAY,U,5,7,31,21,6,5,3.41,3.60
FIT1045,2017,S2,CL,DAY,U,6,15,33,12,4,6,3.67,3.89
FIT1045,2017,S2,CL,DAY,U,7,22,33,14,0,2,4.03,4.09
FIT1045,2017,S2,CL,DAY,U,8,9,21,21,12,8,3.15,3.24
FIT1045,2017,S2,CL,DAY,F,1,0,41,13,4,0,3.87,3.94
FIT1045,2017,S2,CL,DAY,F,2,0,30,21,10,2,3.43,3.57
FIT1045,2017,S2,CL,DAY,F,3,0,23,14,17,9,3.03,3.14
FIT1045,2017,S2,CL,DAY,F,4,0,34,8,5,4,3.83,4.01
FIT1045,2017,S2,CL,DAY,F,5,0,21,26,8,4,2.81,3.08
FIT1045,2017,S2,MA,DAY,U,1,11,31,4,0,0,4.15,4.11
FIT1045,2017,S2,MA,DAY,U,2,9,27,7,2,1,3.89,3.98
FIT1045,2017,S2,MA,DAY,U,3,14,27,2,2,1,4.11,4.17
FIT1045,2017,S2,MA,DAY,U,4,6,24,13,3,0,3.72,3.79
FIT1045,2017,S2,MA,DAY,U,5,9,29,6,1,0,4.02,4.03
FIT1045,2017,S2,MA,DAY,U,6,15,25,6,0,0,4.20,4.18
FIT1045,2017,S2,MA,DAY,U,7,15,27,4,0,0,4.24,4.20
FIT1045,2017,S2,MA,DAY,U,8,10,29,4,2,1,3.98,4.05
FIT1045,2017,S2,MA,DAY,F,1,0,25,2,0,0,4.36,4.32
FIT1045,2017,S2,MA,DAY,F,2,0,28,9,1,0,3.93,3.96
FIT1045,2017,S2,MA,DAY,F,3,0,15,13,10,1,3.33,3.38
FIT1045,2017,S2,MA,DAY,F,4,0,26,5,1,0,4.15,4.15
FIT1045,2017,S2,MA,DAY,F,5,0,23,13,3,0,3.52,3.72
FIT2073,2017,S2,CL,DAY,U,1,18,18,4,0,0,4.35,4.39
FIT2073,2017,S2,CL,DAY,U,2,16,20,2,1,1,4.23,4.30
FIT2073,2017,S2,CL,DAY,U,3,18,17,3,2,0,4.28,4.38
FIT2073,2017,S2,CL,DAY,U,4,18,15,5,2,0,4.23,4.37
FIT2073,2017,S2,CL,DAY,U,5,17,15,6,2,0,4.18,4.30
FIT2073,2017,S2,CL,DAY,U,6,21,16,3,0,0,4.45,4.55
FIT2073,2017,S2,CL,DAY,U,7,19,18,3,0,0,4.40,4.44
FIT2073,2017,S2,CL,DAY,U,8,22,10,5,2,0,4.33,4.61
FIT2073,2017,S2,CL,DAY,F,1,0,18,0,0,0,4.55,4.59
FIT2073,2017,S2,CL,DAY,F,2,0,19,5,2,0,4.13,4.18
FIT2073,2017,S2,CL,DAY,F,3,0,17,3,2,0,4.28,4.38
FIT2073,2017,S2,CL,DAY,F,4,0,16,3,0,0,4.45,4.55
FIT2073,2017,S2,CL,DAY,F,5,0,11,11,1,0,3.48,3.77
FIT5057,2017,S2,CA,EVENING,U,1,67,81,21,4,2,4.18,4.25
FIT5057,2017,S2,CA,EVENING,U,2,62,75,20,17,2,4.01,4.15
FIT5057,2017,S2,CA,EVENING,U,3,64,82,23,5,1,4.16,4.21
FIT5057,2017,S2,CA,EVENING,U,4,58,76,30,9,1,4.04,4.12
FIT5057,2017,S2,CA,EVENING,U,5,53,88,25,8,1,4.05,4.11
FIT5057,2017,S2,CA,EVENING,U,6,61,84,22,4,3,4.13,4.19
FIT5057,2017,S2,CA,EVENING,U,7,70,87,14,3,0,4.29,4.30
FIT5057,2017,S2,CA,EVENING,U,8,57,73,30,8,7,3.94,4.08
FIT5057,2017,S2,CA,EVENING,F,1,0,83,11,5,1,4.29,4.35
FIT5057,2017,S2,CA,EVENING,F,2,0,90,26,2,1,4.13,4.15
FIT5057,2017,S2,CA,EVENING,F,3,0,81,27,9,3,4.01,4.10
FIT5057,2017,S2,CA,EVENING,F,4,0,74,26,12,2,4.03,4.14
FIT5057,2017,S2,CA,EVENING,F,5,0,69,33,5,3,4.05,4.16
FIT5057,2017,S2,CA,ONLINE,U,1,0,3,1,1,0,3.40,3.67
FIT5057,2017,S2,CA,ONLINE,U,2,0,2,0,0,3,2.20,1.33
FIT5057,2017,S2,CA,ONLINE,U,3,0,2,1,2,0,3.00,3.00
FIT5057,2017,S2,CA,ONLINE,U,4,1,0,0,1,1,2.67,2.00
FIT5057,2017,S2,CA,ONLINE,U,5,1,2,1,0,1,3.40,3.75
FIT5057,2017,S2,CA,ONLINE,U,6,0,2,1,0,1,3.00,3.50
FIT5057,2017,S2,CA,ONLINE,U,7,2,3,0,0,0,4.40,4.33
FIT5057,2017,S2,CA,ONLINE,U,8,0,2,0,2,1,2.60,2.25
FIT5057,2017,S2,CA,ONLINE,F,1,0,4,0,0,0,4.20,4.13
FIT5057,2017,S2,CA,ONLINE,F,2,0,2,1,0,1,3.40,3.75
FIT5057,2017,S2,CA,ONLINE,F,3,0,2,0,0,1,3.80,4.25
FIT5057,2017,S2,CA,ONLINE,F,4,0,0,3,0,1,3.00,3.00
FIT5057,2017,S2,CA,ONLINE,F,5,0,2,1,2,0,3.00,3.00
FIT5057,2017,S2,MA,EVENING,U,1,9,4,1,0,0,4.57,4.72
FIT5057,2017,S2,MA,EVENING,U,2,5,6,2,1,0,4.07,4.17
FIT5057,2017,S2,MA,EVENING,U,3,6,5,3,0,0,4.21,4.30
FIT5057,2017,S2,MA,EVENING,U,4,5,6,3,0,0,4.14,4.17
FIT5057,2017,S2,MA,EVENING,U,5,4,6,3,1,0,3.93,4.00
FIT5057,2017,S2,MA,EVENING,U,6,4,7,3,0,0,4.07,4.07
FIT5057,2017,S2,MA,EVENING,U,7,7,4,3,0,0,4.29,4.50
FIT5057,2017,S2,MA,EVENING,U,8,6,5,2,1,0,4.14,4.30
FIT5057,2017,S2,MA,EVENING,F,1,0,3,3,0,0,4.36,4.63
FIT5057,2017,S2,MA,EVENING,F,2,0,6,3,1,0,3.93,4.00
FIT5057,2017,S2,MA,EVENING,F,3,0,5,3,1,0,4.00,4.10
FIT5057,2017,S2,MA,EVENING,F,4,0,9,1,1,0,4.00,4.06
FIT5057,2017,S2,MA,EVENING,F,5,0,6,4,0,0,3.64,3.83
FIT1045,2018,OCT,MA,ON-CAMPUS,U,1,8,20,7,0,0,4.03,4.03
FIT1045,2018,OCT,MA,ON-CAMPUS,U,2,10,20,4,0,1,4.09,4.13
FIT1045,2018,OCT,MA,ON-CAMPUS,U,3,10,21,3,1,0,4.14,4.14
FIT1045,2018,OCT,MA,ON-CAMPUS,U,4,5,14,13,3,0,3.60,3.61
FIT1045,2018,OCT,MA,ON-CAMPUS,U,5,6,16,9,3,1,3.66,3.78
FIT1045,2018,OCT,MA,ON-CAMPUS,U,6,8,15,10,1,1,3.80,3.87
FIT1045,2018,OCT,MA,ON-CAMPUS,U,7,19,16,0,0,0,4.54,4.58
FIT1045,2018,OCT,MA,ON-CAMPUS,U,8,11,16,7,1,0,4.06,4.09
FIT1045,2018,OCT,MA,ON-CAMPUS,F,1,12,18,3,1,0,4.21,4.22
FIT1045,2018,OCT,MA,ON-CAMPUS,F,2,5,10,12,5,3,3.26,3.29
FIT1045,2018,OCT,MA,ON-CAMPUS,F,3,8,12,10,4,1,3.63,3.71
FIT1045,2018,OCT,MA,ON-CAMPUS,F,4,11,18,5,1,0,4.11,4.14
FIT1045,2018,OCT,MA,ON-CAMPUS,F,5,3,8,16,2,2,3.26,3.22
FIT5057,2018,SSB,CA,ON-CAMPUS,U,1,38,66,13,9,7,3.89,4.07
FIT5057,2018,SSB,CA,ON-CAMPUS,U,2,29,56,23,13,12,3.58,3.83
FIT5057,2018,SSB,CA,ON-CAMPUS,U,3,32,68,19,7,6,3.86,4.00
FIT5057,2018,SSB,CA,ON-CAMPUS,U,4,37,58,24,6,7,3.85,4.00
FIT5057,2018,SSB,CA,ON-CAMPUS,U,5,34,76,16,3,4,4.00,4.07
FIT5057,2018,SSB,CA,ON-CAMPUS,U,6,33,78,9,7,6,3.94,4.07
FIT5057,2018,SSB,CA,ON-CAMPUS,U,7,53,69,5,0,4,4.27,4.32
FIT5057,2018,SSB,CA,ON-CAMPUS,U,8,30,64,19,9,6,3.80,3.97
FIT5057,2018,SSB,CA,ON-CAMPUS,F,1,40,71,11,5,5,4.03,4.13
FIT5057,2018,SSB,CA,ON-CAMPUS,F,2,30,72,19,6,6,3.86,3.99
FIT5057,2018,SSB,CA,ON-CAMPUS,F,3,26,50,30,16,10,3.50,3.70
FIT5057,2018,SSB,CA,ON-CAMPUS,F,4,35,65,21,8,4,3.89,4.02
FIT5057,2018,SSB,CA,ON-CAMPUS,F,5,32,64,30,4,3,3.89,3.96
FIT1008,2018,S1,CL,ON-CAMPUS,U,1,22,23,6,2,0,4.23,4.30
FIT1008,2018,S1,CL,ON-CAMPUS,U,2,16,29,6,2,0,4.11,4.14
FIT1008,2018,S1,CL,ON-CAMPUS,U,3,22,27,2,1,1,4.28,4.33
FIT1008,2018,S1,CL,ON-CAMPUS,U,4,20,21,6,4,1,4.06,4.21
FIT1008,2018,S1,CL,ON-CAMPUS,U,5,19,27,4,2,1,4.15,4.22
FIT1008,2018,S1,CL,ON-CAMPUS,U,6,22,24,5,0,2,4.21,4.31
FIT1008,2018,S1,CL,ON-CAMPUS,U,7,26,22,4,1,0,4.38,4.48
FIT1008,2018,S1,CL,ON-CAMPUS,U,8,21,25,4,1,2,4.17,4.28
FIT1008,2018,S1,CL,ON-CAMPUS,F,1,0,25,3,0,2,4.26,4.36
FIT1008,2018,S1,CL,ON-CAMPUS,F,2,0,19,9,3,0,4.13,4.26
FIT1008,2018,S1,CL,ON-CAMPUS,F,3,0,26,5,4,2,3.85,4.06
FIT1008,2018,S1,CL,ON-CAMPUS,F,4,0,23,6,0,2,4.19,4.30
FIT1008,2018,S1,CL,ON-CAMPUS,F,5,0,23,11,3,2,3.64,3.87
FIT1008,2018,S1,MA,ON-CAMPUS,U,1,9,27,5,0,0,4.10,4.07
FIT1008,2018,S1,MA,ON-CAMPUS,U,2,2,22,11,4,2,3.44,3.66
FIT1008,2018,S1,MA,ON-CAMPUS,U,3,12,24,4,1,0,4.15,4.15
FIT1008,2018,S1,MA,ON-CAMPUS,U,4,7,23,9,2,0,3.85,3.91
FIT1008,2018,S1,MA,ON-CAMPUS,U,5,7,24,8,1,1,3.85,3.94
FIT1008,2018,S1,MA,ON-CAMPUS,U,6,15,20,6,0,0,4.22,4.23
FIT1008,2018,S1,MA,ON-CAMPUS,U,7,16,22,3,0,0,4.32,4.30
FIT1008,2018,S1,MA,ON-CAMPUS,U,8,11,21,6,2,1,3.95,4.05
FIT1008,2018,S1,MA,ON-CAMPUS,F,1,0,26,5,0,0,4.12,4.10
FIT1008,2018,S1,MA,ON-CAMPUS,F,2,0,19,8,1,1,3.83,3.97
FIT1008,2018,S1,MA,ON-CAMPUS,F,3,0,14,14,4,4,3.29,3.39
FIT1008,2018,S1,MA,ON-CAMPUS,F,4,0,21,3,3,0,4.12,4.19
FIT1008,2018,S1,MA,ON-CAMPUS,F,5,0,14,15,3,2,3.15,3.33
FIT1033,2018,S1,CL,ON-CAMPUS,U,1,58,61,11,3,2,4.26,4.34
FIT1033,2018,S1,CL,ON-CAMPUS,U,2,55,62,11,5,1,4.23,4.31
FIT1033,2018,S1,CL,ON-CAMPUS,U,3,64,54,12,3,2,4.30,4.44
FIT1033,2018,S1,CL,ON-CAMPUS,U,4,47,58,22,6,1,4.07,4.16
FIT1033,2018,S1,CL,ON-CAMPUS,U,5,62,54,12,4,2,4.27,4.41
FIT1033,2018,S1,CL,ON-CAMPUS,U,6,67,58,6,2,0,4.43,4.51
FIT1033,2018,S1,CL,ON-CAMPUS,U,7,58,61,13,1,2,4.27,4.34
FIT1033,2018,S1,CL,ON-CAMPUS,U,8,51,56,19,4,4,4.09,4.21
FIT1033,2018,S1,CL,ON-CAMPUS,F,1,0,60,8,0,0,4.44,4.49
FIT1033,2018,S1,CL,ON-CAMPUS,F,2,0,68,17,2,2,4.14,4.18
FIT1033,2018,S1,CL,ON-CAMPUS,F,3,0,60,21,17,1,3.83,3.97
FIT1033,2018,S1,CL,ON-CAMPUS,F,4,0,52,8,1,1,4.44,4.58
FIT1033,2018,S1,CL,ON-CAMPUS,F,5,0,41,41,7,1,3.13,3.44
FIT1033,2018,S1,MA,ON-CAMPUS,U,1,3,7,1,0,1,3.92,4.07
FIT1033,2018,S1,MA,ON-CAMPUS,U,2,1,6,3,1,1,3.42,3.67
FIT1033,2018,S1,MA,ON-CAMPUS,U,3,3,6,2,0,1,3.83,4.00
FIT1033,2018,S1,MA,ON-CAMPUS,U,4,2,3,4,1,1,3.36,3.38
FIT1033,2018,S1,MA,ON-CAMPUS,U,5,3,4,3,0,2,3.50,3.75
FIT1033,2018,S1,MA,ON-CAMPUS,U,6,4,5,2,0,1,3.92,4.10
FIT1033,2018,S1,MA,ON-CAMPUS,U,7,6,3,2,0,1,4.08,4.50
FIT1033,2018,S1,MA,ON-CAMPUS,U,8,2,7,2,0,1,3.75,3.93
FIT1033,2018,S1,MA,ON-CAMPUS,F,1,0,5,2,0,2,3.58,3.90
FIT1033,2018,S1,MA,ON-CAMPUS,F,2,0,4,4,0,1,3.67,3.75
FIT1033,2018,S1,MA,ON-CAMPUS,F,3,0,1,3,4,2,2.75,2.50
FIT1033,2018,S1,MA,ON-CAMPUS,F,4,0,5,1,0,1,4.08,4.30
FIT1033,2018,S1,MA,ON-CAMPUS,F,5,0,2,7,0,2,2.58,2.93
FIT1045,2018,S1,CL,ON-CAMPUS,U,1,43,94,27,17,7,3.79,3.96
FIT1045,2018,S1,CL,ON-CAMPUS,U,2,50,75,32,20,11,3.71,3.91
FIT1045,2018,S1,CL,ON-CAMPUS,U,3,45,89,31,17,6,3.80,3.95
FIT1045,2018,S1,CL,ON-CAMPUS,U,4,30,73,45,26,12,3.45,3.64
FIT1045,2018,S1,CL,ON-CAMPUS,U,5,40,75,35,26,11,3.57,3.79
FIT1045,2018,S1,CL,ON-CAMPUS,U,6,48,80,31,17,11,3.73,3.93
FIT1045,2018,S1,CL,ON-CAMPUS,U,7,60,89,30,4,5,4.04,4.12
FIT1045,2018,S1,CL,ON-CAMPUS,U,8,33,81,37,16,20,3.49,3.75
FIT1045,2018,S1,CL,ON-CAMPUS,F,1,0,101,21,7,6,3.99,4.09
FIT1045,2018,S1,CL,ON-CAMPUS,F,2,0,74,52,14,8,3.55,3.71
FIT1045,2018,S1,CL,ON-CAMPUS,F,3,0,71,44,29,21,3.24,3.50
FIT1045,2018,S1,CL,ON-CAMPUS,F,4,0,76,33,15,18,3.60,3.86
FIT1045,2018,S1,CL,ON-CAMPUS,F,5,0,51,74,22,12,3.02,3.15
FIT1045,2018,S1,MA,ON-CAMPUS,U,1,13,37,17,1,1,3.87,3.92
FIT1045,2018,S1,MA,ON-CAMPUS,U,2,15,36,12,6,0,3.87,3.96
FIT1045,2018,S1,MA,ON-CAMPUS,U,3,13,37,14,5,0,3.84,3.92
FIT1045,2018,S1,MA,ON-CAMPUS,U,4,6,31,23,5,0,3.58,3.65
FIT1045,2018,S1,MA,ON-CAMPUS,U,5,9,34,20,6,0,3.67,3.75
FIT1045,2018,S1,MA,ON-CAMPUS,U,6,16,38,11,3,1,3.94,4.01
FIT1045,2018,S1,MA,ON-CAMPUS,U,7,27,31,10,1,0,4.22,4.26
FIT1045,2018,S1,MA,ON-CAMPUS,U,8,11,36,14,6,2,3.70,3.85
FIT1045,2018,S1,MA,ON-CAMPUS,F,1,0,47,7,2,0,4.03,4.04
FIT1045,2018,S1,MA,ON-CAMPUS,F,2,0,31,18,11,1,3.47,3.63
FIT1045,2018,S1,MA,ON-CAMPUS,F,3,0,24,14,19,7,3.01,3.11
FIT1045,2018,S1,MA,ON-CAMPUS,F,4,0,29,14,4,1,3.94,4.03
FIT1045,2018,S1,MA,ON-CAMPUS,F,5,0,19,34,5,2,3.04,3.16
FIT1053,2018,S1,CL,ON-CAMPUS,U,1,4,5,0,0,0,4.44,4.40
FIT1053,2018,S1,CL,ON-CAMPUS,U,2,3,4,2,0,0,4.11,4.13
FIT1053,2018,S1,CL,ON-CAMPUS,U,3,4,4,1,0,0,4.33,4.38
FIT1053,2018,S1,CL,ON-CAMPUS,U,4,1,4,2,0,1,3.50,3.75
FIT1053,2018,S1,CL,ON-CAMPUS,U,5,2,4,3,0,0,3.89,3.88
FIT1053,2018,S1,CL,ON-CAMPUS,U,6,4,3,1,1,0,4.11,4.33
FIT1053,2018,S1,CL,ON-CAMPUS,U,7,2,6,1,0,0,4.11,4.08
FIT1053,2018,S1,CL,ON-CAMPUS,U,8,3,5,1,0,0,4.22,4.20
FIT1053,2018,S1,CL,ON-CAMPUS,F,1,0,4,0,0,0,4.56,4.60
FIT1053,2018,S1,CL,ON-CAMPUS,F,2,0,2,3,0,0,4.11,4.25
FIT1053,2018,S1,CL,ON-CAMPUS,F,3,0,2,2,1,0,4.00,4.25
FIT1053,2018,S1,CL,ON-CAMPUS,F,4,0,4,1,1,0,4.00,4.13
FIT1053,2018,S1,CL,ON-CAMPUS,F,5,0,2,4,1,0,3.56,3.38
FIT2096,2018,S1,CL,ON-CAMPUS,U,1,9,10,6,1,0,4.04,4.10
FIT2096,2018,S1,CL,ON-CAMPUS,U,2,11,10,2,2,1,4.08,4.30
FIT2096,2018,S1,CL,ON-CAMPUS,U,3,10,9,3,2,1,4.00,4.22
FIT2096,2018,S1,CL,ON-CAMPUS,U,4,6,9,2,7,2,3.38,3.72
FIT2096,2018,S1,CL,ON-CAMPUS,U,5,8,9,5,3,1,3.77,3.94
FIT2096,2018,S1,CL,ON-CAMPUS,U,6,9,10,5,2,0,4.00,4.10
FIT2096,2018,S1,CL,ON-CAMPUS,U,7,13,10,1,2,0,4.31,4.50
FIT2096,2018,S1,CL,ON-CAMPUS,U,8,7,7,3,7,2,3.38,3.64
FIT2096,2018,S1,CL,ON-CAMPUS,F,1,0,12,2,1,0,4.27,4.33
FIT2096,2018,S1,CL,ON-CAMPUS,F,2,0,11,6,3,0,3.77,3.86
FIT2096,2018,S1,CL,ON-CAMPUS,F,3,0,9,6,5,2,3.31,3.50
FIT2096,2018,S1,CL,ON-CAMPUS,F,4,0,10,5,2,0,4.00,4.10
FIT2096,2018,S1,CL,ON-CAMPUS,F,5,0,6,9,1,0,2.81,3.17
FIT5057,2018,S1,CA,ON-CAMPUS,U,1,74,114,29,7,2,4.11,4.16
FIT5057,2018,S1,CA,ON-CAMPUS,U,2,72,119,22,9,4,4.09,4.16
FIT5057,2018,S1,CA,ON-CAMPUS,U,3,76,109,30,5,5,4.09,4.17
FIT5057,2018,S1,CA,ON-CAMPUS,U,4,77,101,33,11,3,4.06,4.15
FIT5057,2018,S1,CA,ON-CAMPUS,U,5,70,112,32,8,3,4.06,4.12
FIT5057,2018,S1,CA,ON-CAMPUS,U,6,69,123,26,4,4,4.10,4.14
FIT5057,2018,S1,CA,ON-CAMPUS,U,7,94,104,23,3,2,4.26,4.32
FIT5057,2018,S1,CA,ON-CAMPUS,U,8,71,110,31,11,3,4.04,4.12
FIT5057,2018,S1,CA,ON-CAMPUS,F,1,0,112,23,1,0,4.27,4.29
FIT5057,2018,S1,CA,ON-CAMPUS,F,2,0,114,34,3,1,4.12,4.15
FIT5057,2018,S1,CA,ON-CAMPUS,F,3,0,111,37,15,5,3.85,3.99
FIT5057,2018,S1,CA,ON-CAMPUS,F,4,0,119,28,8,5,4.00,4.09
FIT5057,2018,S1,CA,ON-CAMPUS,F,5,0,100,41,9,1,3.99,4.09
FIT1008,2018,S2,CL,ON-CAMPUS,U,1,28,65,22,8,2,3.87,3.97
FIT1008,2018,S2,CL,ON-CAMPUS,U,2,24,50,24,22,4,3.55,3.74
FIT1008,2018,S2,CL,ON-CAMPUS,U,3,39,61,16,3,4,4.04,4.13
FIT1008,2018,S2,CL,ON-CAMPUS,U,4,26,53,29,10,3,3.74,3.85
FIT1008,2018,S2,CL,ON-CAMPUS,U,5,17,58,25,13,8,3.52,3.75
FIT1008,2018,S2,CL,ON-CAMPUS,U,6,24,67,19,10,3,3.80,3.94
FIT1008,2018,S2,CL,ON-CAMPUS,U,7,45,53,19,5,3,4.06,4.17
FIT1008,2018,S2,CL,ON-CAMPUS,U,8,31,50,25,9,9,3.69,3.88
FIT1008,2018,S2,CL,ON-CAMPUS,F,1,0,65,20,7,3,3.90,4.00
FIT1008,2018,S2,CL,ON-CAMPUS,F,2,0,46,26,10,12,3.43,3.73
FIT1008,2018,S2,CL,ON-CAMPUS,F,3,0,37,37,22,14,3.12,3.20
FIT1008,2018,S2,CL,ON-CAMPUS,F,4,0,47,22,10,3,3.88,4.04
FIT1008,2018,S2,CL,ON-CAMPUS,F,5,0,37,44,19,6,3.19,3.26
FIT1008,2018,S2,MA,ON-CAMPUS,U,1,9,23,10,2,0,3.89,3.93
FIT1008,2018,S2,MA,ON-CAMPUS,U,2,7,16,13,7,2,3.42,3.53
FIT1008,2018,S2,MA,ON-CAMPUS,U,3,13,23,7,1,1,4.02,4.09
FIT1008,2018,S2,MA,ON-CAMPUS,U,4,6,15,14,4,2,3.46,3.53
FIT1008,2018,S2,MA,ON-CAMPUS,U,5,9,17,13,2,1,3.74,3.79
FIT1008,2018,S2,MA,ON-CAMPUS,U,6,8,26,8,3,0,3.87,3.94
FIT1008,2018,S2,MA,ON-CAMPUS,U,7,17,14,13,1,0,4.04,4.11
FIT1008,2018,S2,MA,ON-CAMPUS,U,8,7,23,8,5,2,3.62,3.83
FIT1008,2018,S2,MA,ON-CAMPUS,F,1,0,27,6,0,1,4.04,4.07
FIT1008,2018,S2,MA,ON-CAMPUS,F,2,0,17,13,6,0,3.53,3.65
FIT1008,2018,S2,MA,ON-CAMPUS,F,3,0,12,11,10,7,2.96,3.00
FIT1008,2018,S2,MA,ON-CAMPUS,F,4,0,22,12,4,0,3.71,3.80
FIT1008,2018,S2,MA,ON-CAMPUS,F,5,0,8,21,6,0,2.71,2.95
FIT1045,2018,S2,CL,ON-CAMPUS,U,1,26,33,18,17,6,3.56,3.77
FIT1045,2018,S2,CL,ON-CAMPUS,U,2,17,27,18,19,19,3.04,3.17
FIT1045,2018,S2,CL,ON-CAMPUS,U,3,21,40,23,8,7,3.61,3.79
FIT1045,2018,S2,CL,ON-CAMPUS,U,4,20,34,20,15,11,3.37,3.62
FIT1045,2018,S2,CL,ON-CAMPUS,U,5,22,40,18,11,8,3.58,3.81
FIT1045,2018,S2,CL,ON-CAMPUS,U,6,21,47,21,3,8,3.70,3.88
FIT1045,2018,S2,CL,ON-CAMPUS,U,7,42,36,19,1,2,4.15,4.28
FIT1045,2018,S2,CL,ON-CAMPUS,U,8,16,35,17,17,14,3.22,3.54
FIT1045,2018,S2,CL,ON-CAMPUS,F,1,0,50,18,3,2,3.96,4.03
FIT1045,2018,S2,CL,ON-CAMPUS,F,2,0,40,22,9,7,3.60,3.79
FIT1045,2018,S2,CL,ON-CAMPUS,F,3,0,36,20,8,10,3.60,3.83
FIT1045,2018,S2,CL,ON-CAMPUS,F,4,0,50,15,9,3,3.81,3.96
FIT1045,2018,S2,CL,ON-CAMPUS,F,5,0,19,37,20,5,3.10,3.08
FIT1045,2018,S2,MA,ON-CAMPUS,U,1,11,20,5,1,0,4.11,4.13
FIT1045,2018,S2,MA,ON-CAMPUS,U,2,5,22,6,4,0,3.76,3.89
FIT1045,2018,S2,MA,ON-CAMPUS,U,3,8,21,7,1,0,3.97,4.00
FIT1045,2018,S2,MA,ON-CAMPUS,U,4,6,20,9,2,0,3.81,3.88
FIT1045,2018,S2,MA,ON-CAMPUS,U,5,7,17,10,3,0,3.76,3.82
FIT1045,2018,S2,MA,ON-CAMPUS,U,6,8,22,6,1,0,4.00,4.02
FIT1045,2018,S2,MA,ON-CAMPUS,U,7,10,24,2,1,0,4.16,4.15
FIT1045,2018,S2,MA,ON-CAMPUS,U,8,9,19,7,2,0,3.95,4.00
FIT1045,2018,S2,MA,ON-CAMPUS,F,1,0,22,7,1,0,3.95,3.98
FIT1045,2018,S2,MA,ON-CAMPUS,F,2,0,14,12,3,0,3.73,3.75
FIT1045,2018,S2,MA,ON-CAMPUS,F,3,0,18,5,7,1,3.57,3.81
FIT1045,2018,S2,MA,ON-CAMPUS,F,4,0,17,4,2,0,4.16,4.24
FIT1045,2018,S2,MA,ON-CAMPUS,F,5,0,12,15,4,0,3.41,3.40
FIT1054,2018,S2,CL,ON-CAMPUS,U,1,6,4,0,2,0,4.17,4.50
FIT1054,2018,S2,CL,ON-CAMPUS,U,2,3,7,0,1,1,3.83,4.07
FIT1054,2018,S2,CL,ON-CAMPUS,U,3,8,2,2,0,0,4.50,4.75
FIT1054,2018,S2,CL,ON-CAMPUS,U,4,2,7,1,0,2,3.58,3.93
FIT1054,2018,S2,CL,ON-CAMPUS,U,5,6,5,1,0,0,4.42,4.50
FIT1054,2018,S2,CL,ON-CAMPUS,U,6,5,6,1,0,0,4.33,4.33
FIT1054,2018,S2,CL,ON-CAMPUS,U,7,7,4,0,1,0,4.42,4.64
FIT1054,2018,S2,CL,ON-CAMPUS,U,8,4,6,1,1,0,4.08,4.17
FIT1054,2018,S2,CL,ON-CAMPUS,F,1,0,7,0,0,0,4.42,4.36
FIT1054,2018,S2,CL,ON-CAMPUS,F,2,0,4,1,0,0,4.50,4.64
FIT1054,2018,S2,CL,ON-CAMPUS,F,3,0,6,1,1,1,3.75,4.00
FIT1054,2018,S2,CL,ON-CAMPUS,F,4,0,8,1,1,0,3.92,4.00
FIT1054,2018,S2,CL,ON-CAMPUS,F,5,0,3,6,3,0,3.00,3.00
FIT2073,2018,S2,CL,ON-CAMPUS,U,1,19,23,7,2,0,4.16,4.22
FIT2073,2018,S2,CL,ON-CAMPUS,U,2,16,22,11,1,1,4.00,4.07
FIT2073,2018,S2,CL,ON-CAMPUS,U,3,20,23,7,1,0,4.22,4.26
FIT2073,2018,S2,CL,ON-CAMPUS,U,4,18,24,8,1,0,4.16,4.19
