offering_id,faculty_full,link_fragment
ACF1100_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b6b04185e244982e5a9c0fedfb0c81c0c7eec5d7184b3d734dcb13ed8ac40c66bab898a1dcd33e3aead120f7f10ff8ea&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF1200_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cdfb3851f0c9ef48c27a3beec88504339789db49c1d018ff82baec4ab57519beab177a04335220583eee9c3fb112b3c5&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF2100_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d757bddec982ac28183c032d7f17d12c793fb1da73ec07887733ea1351343857367613bb470d5b35ca978de936c651da&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF2200_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c48c31c7565bdc9d14c7dfd538f186456b9016e726854b8ebaa5847629978e3dd0caa3fc470992ae9b92ba217e8dd08a&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF2400_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dbc8ad6154285de1ff499545a2309301dfcb2b313388502b936316a0acdb0db2cf80acc228eab82e93b976cdb257dce8&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF3100_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=10412b5053ed062cc4c812f8c1f4d5f268bd2ebe258e8ee74eb946d150a50c2d336cf825f56d211b9055325717c5d364&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF3200_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6520ebc9a46d6c0cfeb895342bd4d9548c1d5169b03c11a5625eaee949ab0e0c025149ff84b21e066c616e4b808d9182&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF3600_CITY_DAY_ON_TRI-C-29,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0fe59917dd35c6405bdb2d754d1bb8bd183eb8f038d741da84dc9d4136e20060b818410b77aa9c7fc8a2c5769f991599&ReportType=2&regl=en-US&IsReportLandscape=False"
ACS1000_SAFRICA_BLOCK-ON_ON_SSA-02,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=75383c9e349c9c3a35ba1305e95881cb8122bb2ec5a6b1d08f89bf78546c3df954bfbea3c9aceaebd5943e070b7f1779&ReportType=2&regl=en-US&IsReportLandscape=False"
ACS1002_SAFRICA_DAY_ON_SSB-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c4e8126b0d0f950dd87caa55f6bc4b9e431b45932cf23177a68437e270c1ef0ec934e8fda9b77fc701d1835e8041a925&ReportType=2&regl=en-US&IsReportLandscape=False"
