offering_id,faculty_full,link_fragment
ACB2420_PENINSULA_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dc49c3cdce59ce08d58117be9cec7a983af7ff8d0be034c05ec2178ef5c5048e22842421c76c9bbaa8bbfcf1203093be&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3120_PENINSULA_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=74d1da0eed08078d3ebaf325ba2fa8a5db4b0b533d25d1fdee09a387b0438ead922595dbdc2c0ec4ed19dfc5ec981afb&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3220_PENINSULA_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c64af1348c39674bfe9de558a5bdbb04a2a9e8808016a2032de78095e1832a27e83604562cb141e9b3b22fc8d5ac4dc0&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3620_PENINSULA_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1966e38c4f18750ffd1673ea0dbe06f7206d6de2991f3f1d034d146194ce963212a3d774cfb7a56e35c2b2b002316960&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC1100_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=90186dd04d3103df4b0eec31481251094cc4accb86b8b0c001412bd1256029b7313d669eaad08ab99ae166d472f07eb1&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC1200_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cc14530a36ea10c15a19b065af1a3a2c77ff6135ba7eb184e061a7fa15d04abf7be2cdf0c05dfb4bcedda1643861af9c&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2100_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=09d9cf72ca4f50625fdc713a4ad58a6b6b25b3041e8868d26de573fa4fea291f103d74677c7f73a50a4b5f1ea9cae4ea&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2200_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b6d4624a5d410f2532face9d266e96647af8c42786d4e585753ff473243e4be426aa3ed5427520e3517ba4a995b565a9&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2400_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=48557e57274e4cef2af68de4c304f7ad8e75965dd5e1c52659416161306b9285cc8be8610d615a4400e53bb320092806&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3100_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cbc403c7064912e2b4f0066c5a068d62732ae02a60747395ea0de10b28d4b46b36c6dcb37fcdcf25c3ebed8fc31b66ef&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3200_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4191074f6ca3337e51ce586b201b316fdb4cc78a61e75531259c5ab58edb68ad5a355db90d470fc30cddf74ed3642526&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3600_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c541f3be987663e6fb87d811437ce9c27da53ded2064a08cd715ffc9dfedee96bddfe8a14360d38a233fb0d9679c06df&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC5903_CLAYTON_ON-CAMPUS_ON_S2-01,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=766392a2ae50ae78fb0acf1c2e0582f873da48a5f515fa1f699136ad1df316fa7a7894506e5dc21d4d1130780bb640a4&ReportType=2&regl=en-US&IsReportLandscape=False"
