offering_id,faculty_full,link_fragment
ACB2851_PENINSULA_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3ca525ad9db7833a3a587b3c5e1c7d2a967981d987914254ef38cafd9a9302f371e26cd24d3cb6e4d87db00130c79a8f&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3021_PENINSULA_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d95922ae16d361bdd6d45175eb9b3510861e916f895836ad9d7f6339c554233cc6c46b1b494384985b4958f6b30c0246&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3041_PENINSULA_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=67429019aa34c28cd4885c3f329a0642722ed63a60d5a9dde0716410f200ec1d526a47f8ea49c5147a10e0537edf55b7&ReportType=2&regl=en-US&IsReportLandscape=False"
ACB3050_PENINSULA_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3507d9211bed4ccf0c2295a064ed431c96e6b7a7a3c6582d838a76b158b00917ab675efbb46d1d223c16a54e7ffcae80&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC1100_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a95b54cd30dd0f77834986eaca7e087bade0b38f23d9cdf13d6893a81b70f7faa26b87067d60f68c8d782f8ba6c3ea78&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC1200_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5244b1ecf10485bc1474cc29b372de324b47975c6953d101717d2d547b55d1e465e2e63e922f6d9ffbbc38ec9b4e8e38&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2100_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=be94dddb14f34d66bfbdf483ad86efdd480c428208c03c89b5f8c536860926fadc5037e972af4d65054b94b138644a4b&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2200_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=beb66effe441624285f9f0ded6e8575b57818909fb19a6cba8b8dbe110d5cea355e5a4a77c05fa40cdb01e4d79bd48aa&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC2400_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c86a2ee6b68df60fa27b1e4053048ed0750ff7d317509165ca79d482c884589fd82d7adcfb7be943d715b59b3b5ec171&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3100_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4fbca40eb684ec95f79f2dd597641b22b9ae007f35ce18dbb052464678a1e6b49e14bfaa5ab767abd7a4d81ceefc3238&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3200_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1d228fefb61b0ff991d5533bea860bb156e39138578b734d0a282210cc715159fd6838294fe153275507f935ff2a2838&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC3600_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=889f636fbcf84a0d11e2e44c848aa86c922d6d60dc40623bea72f370d5d5e72f7eb82bb85e81f13f72b209454a1a5eb2&ReportType=2&regl=en-US&IsReportLandscape=False"
ACC5903_CLAYTON_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=78152df51d068caaf0d6999d3b56f52edf298189bf12dc036bf0e2815e2c3964f207a8a52ecbb72a3bcf9ec233146f20&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF1100_CAULFIELD_ON-CAMPUS_ON_S2-01,"Faculty of Business & Economics","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=035cb0d9dcb821f7e5dbd65a5a96bf9f6c85b63e10d967564869eca3d900b3bcd52fae6d0299ed583b29e2965b3d772c&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF1100_CITY_ON-CAMPUS_ON_TRI-B-29,"Faculty of Business & Economics",
