offering_id,faculty_full,link_fragment
ACF2400_CITY_ON-CAMPUS_ON_TRI-C-29,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e79dc30797e68ab9cdf11d5f417cce4afceb2b84b2a5c055602b3726a9dba7e4673001e28146999e2dd18643f038632a&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF3200_CITY_ON-CAMPUS_ON_TRI-C-29,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ddc0ebff59c1943098d413a1c27ddd7b1d700504ab2eb0937088ccd42335bb3dea038a78b222fb4958ac3189a61d59d7&ReportType=2&regl=en-US&IsReportLandscape=False"
ACF3600_CITY_ON-CAMPUS_ON_TRI-C-29,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cee367839b117f8e40be40dd54110ac2177335ea4e279d8aa4d659ca7055d0254d6ed4076c5c9b3568dcb6508f8c32aa&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX1200_CAULFIELD_BLOCK-ON_ON_SSA-02,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c5f62310baf9f6339556d4359426641939cb8e2aab8ad6b47b157764914afc3c634d2fd880e353cee0611bfbaa35a9ac&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX2100_CAULFIELD_ON-CAMPUS_ON_OCT12,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=be1ffd02e5902844549aab8d11fe96257596a610171a17271af4b39b667ec74abc515f55d5970373000c53faa343a292&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX2200_CAULFIELD_ON-CAMPUS_ON_OCT12,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e6f78c89f31f0b722496c40809e57e4b40c83fc188f145fc23d2bc78741abaa4b26481420bf89159f8dd47576efbf677&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX2400_CAULFIELD_ON-CAMPUS_ON_OCT12,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7fc1f9d558f3e0cd07f23dd2a522da731763da316bdb0e12d9e5bfa2fc30123a34afe47edae085f2a9f3964195648d4e&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX5903_CAULFIELD_ON-CAMPUS_ON_OCT12,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7ebc00ee8c1306fafd12b006fe9086fcbf9d74952984f208bd20d82145e5f72ad85f8a91dca4414dae79e5bf10db5575&ReportType=2&regl=en-US&IsReportLandscape=False"
ACX5903_SUZHOU_ON-CAMPUS_ON_OCT12,"(Faculty of Business & Economics)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=34d4301c85b78ccfa0a2961fd0401f0e5ff051856310c5eeb601cfb3f96fc7a306016fcf8a466f22f4ab17cd63b6904b&ReportType=2&regl=en-US&IsReportLandscape=False"
ADA2011_CAULFIELD_BLOCK-ON_ON_SSA-02,"(Faculty of Art Des & Architecture)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=168eba9d2af3ad4123b8691eb79963db583c0b8e662b94359696e6eb6bd85c5caebbf7704df7413cbff5440a24b9bb16&ReportType=2&regl=en-US&IsReportLandscape=False"
ADA5222_CAULFIELD_ON-CAMPUS_ON_T4-57,"(Faculty of Art Des & Architecture)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e667517445d4740533035e0475069d1a871294b67ac7a930fce259b9d327daa09040b818c3dc4028d63d79f3427438c2&ReportType=2&regl=en-US&IsReportLandscape=False"
AHT1101_CAULFIELD_ON-CAMPUS_ON_SSA-02,"(Faculty of Art Des & Architecture)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9bc8c8799ad296cbe75c7b232014cf8e0b9d8645d3fdad5a25cfde53c6ab994e64fa3cc05f1a785df899ce784e6fc5d0&ReportType=2&regl=en-US&IsReportLandscape=False"
AMU1017_MALAYSIA_ON-CAMPUS_ON_OCT-MY-01,"(Faculty of Arts)","https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c9ecd17e55f13c86768ed530da30494f3eb681f8265557208d0a8bd80886f8f76b101be633d8ffb20a902a711cca0ccd&ReportType=2&regl=en-US&IsReportLandscape=False"
