FIT1008_CLAYTON_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e429a7e66d70309624ea731ff740b3d3c7c97ff7f026aef381a2b18e404d6991a2bcbd28423945d4be6d3a2e6200d44e&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1008_MALAYSIA_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7fc7a46948497c6346ef97a66d59710d45600582ec726a8428ac9d4e5b7414dd5a0bc1d97bee1d0389eac7658adc3357&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1033_CLAYTON_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a0dd215ad26f6adc7366341927d22c309b636fe57197cb66b3961af1f10da5422f9ba265d472cc34b0087a5be49621fb&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1033_MALAYSIA_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3a9c231301fc33114e2a4dff073dd43e2d9651aeda424a12c71644fea28d807924d58d86fba99e6b508dfa4ee0b48d34&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1045_CLAYTON_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=eb99631476f13684f70fd8e798bf8c476962774f196927d6cbf853a18e2d3d8cffa771d01ad99a780f97820bd5074664&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1045_MALAYSIA_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=eeb484d339f80721be1d6a9148aa8d6e5bcd90e9f63831b527bf71a1ad43ac764fb9aa6832824246e90d1fc49525a77e&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1053_CLAYTON_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1ded718e7821d1c71e289d3964fd6d2f0cfb851c7ad8979a67fefe84bfa9285f9dc5f44c98b0dfa6e973310bc41f6035&ReportType=2&regl=en-US&IsReportLandscape=False
FIT2096_CLAYTON_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=22622097813ef4d05951d658d709baa8b593852caec0495b3bacb3436bff8d81c5ac0499ad23fab846f9c8d0eee158eb&ReportType=2&regl=en-US&IsReportLandscape=False
FIT5057_CAULFIELD_ON-CAMPUS_ON_S1-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0dd2dfc688a470d1b21c690b438628af2e4f229c10d17c8d5988a3c8e837a3caf4c7d1546a601cc2bab4982d42a98c35&ReportType=2&regl=en-US&IsReportLandscape=False
FIT5057_CAULFIELD_ONLINE_OFF_S1-01,Faculty of Information Technology,
