FIT1008_CLAYTON_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c5d6cd07461abba1af53eef7dac2812f593c36bb2278990e63740f31a92d54c900fd659ac9196606066b963d5a997f22&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1008_MALAYSIA_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e612ad8d242a6276b0162207bd7fb3f3db7221a71dba23bd065f5eafcd0a0e1816fd903b6239ca9bfc43172fa7dc5639&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1033_MALAYSIA_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cb5aba6387cac2f5c7379ed021b89297c40b39866fb142454fa9c849d2f3609a1a0cb44e0d3c9cc0693c32dc32edf65d&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1045_CLAYTON_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=12ff95e0a78280611bb4c00ae003930993657a5b5c073b9d6ceca631ac8a475ef63f4bf275d6b7259bb0424dc7d5caa3&ReportType=2&regl=en-US&IsReportLandscape=False
FIT1045_MALAYSIA_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dcd3a57d53509f45db1ee4cc2b1aab2f87ef5b49c8048e0291e1fe43055ce941cffcc4aa4a95dd4e6cf68e1f1ba70f49&ReportType=2&regl=en-US&IsReportLandscape=False
FIT2073_CAULFIELD_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9067d7c2533172dbb373ae19434baf700e0dbd24992542c260721a24f96000233af774e3bcf47fc7923dfb2265d2ecc4&ReportType=2&regl=en-US&IsReportLandscape=False
FIT2073_CLAYTON_DAY_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7ef02b1aa4a7c5bbc30cfde80c96ce823feb4e0ed1e2d4f20654039d87bc600dfc15a9848374779cc1d452f092c8f88d&ReportType=2&regl=en-US&IsReportLandscape=False
FIT5057_CAULFIELD_EVENING_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=86872f8696b6e522db01874dcc5ff1dff5ef6bf3b18fee08bdb02f1a1fb899e205a6dcb7b8e7d7707334938803f59ae8&ReportType=2&regl=en-US&IsReportLandscape=False
FIT5057_CAULFIELD_ONLINE_OFF_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5c6536a9897f71cb19dc9d30ac755008c964525612e080a5e2b225b3f72943ee9af53855d6a48e0edeb6b239db250914&ReportType=2&regl=en-US&IsReportLandscape=False
FIT5057_MALAYSIA_EVENING_ON_S2-01,Faculty of Information Technology,https://monash.bluera.com/monash/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d269004421bdb354e795e570596cc85672f9d90c0465adb3992007f219dfdeee3931448b9bfbf6f553a2ef5d46ef0cca&ReportType=2&regl=en-US&IsReportLandscape=False
